"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"20444",23," Private"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Male",20," <=50K"
"20445",44," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"20446",24," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",40," <=50K"
"20449",24," Private"," 11th"," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",40," <=50K"
"20450",32," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Own-child"," Black"," Female",40," <=50K"
"20451",42," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",25," <=50K"
"20455",47," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20456",25," Private"," 9th"," Never-married"," Farming-fishing"," Other-relative"," White"," Male",45," <=50K"
"20457",36," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",65," >50K"
"20458",60," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"20459",64," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",10," <=50K"
"20461",33," State-gov"," 10th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"20463",55," Local-gov"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",40," <=50K"
"20464",85," Self-emp-not-inc"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",50," <=50K"
"20465",57," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"20466",39," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",67," >50K"
"20469",57," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20470",30," Private"," Assoc-voc"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",36," <=50K"
"20471",19," Private"," 11th"," Divorced"," Sales"," Unmarried"," White"," Female",20," <=50K"
"20473",28," Private"," HS-grad"," Never-married"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",40," <=50K"
"20476",19," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",15," <=50K"
"20477",24," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",38," <=50K"
"20479",22," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"20480",64," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",55," <=50K"
"20483",80," Private"," HS-grad"," Married-spouse-absent"," Adm-clerical"," Not-in-family"," White"," Female",16," <=50K"
"20484",79," Local-gov"," Doctorate"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"20486",43," Private"," Bachelors"," Divorced"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"20488",46," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",25," <=50K"
"20490",51," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20491",52," Local-gov"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",60," >50K"
"20493",68," Private"," Some-college"," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",45," <=50K"
"20496",22," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Black"," Female",40," <=50K"
"20497",32," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",55," <=50K"
"20498",65," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20499",28," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",60," <=50K"
"20500",37," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"20501",40," Self-emp-inc"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," <=50K"
"20505",62," Self-emp-not-inc"," 5th-6th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",30," <=50K"
"20506",49," Private"," Assoc-voc"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",45," <=50K"
"20507",49," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Other-relative"," White"," Female",55," <=50K"
"20508",47," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20509",45," Private"," HS-grad"," Separated"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20510",37," Private"," 1st-4th"," Married-spouse-absent"," Farming-fishing"," Other-relative"," White"," Male",77," <=50K"
"20512",36," Private"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",70," <=50K"
"20513",44," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"20515",25," State-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"20516",28," Self-emp-not-inc"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",55," <=50K"
"20517",57," Private"," HS-grad"," Widowed"," Sales"," Unmarried"," White"," Female",32," <=50K"
"20520",28," Private"," 11th"," Married-civ-spouse"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"20521",25," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"20525",43," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"20526",38," Federal-gov"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",40," <=50K"
"20527",26," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20529",36," Private"," HS-grad"," Separated"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"20530",37," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"20532",34," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",30," <=50K"
"20533",41," Private"," 11th"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",55," <=50K"
"20534",44," Private"," Assoc-voc"," Separated"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"20537",43," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",42," <=50K"
"20538",57," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20539",44," Local-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",40," <=50K"
"20540",28," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",40," <=50K"
"20541",55," Private"," 10th"," Widowed"," Craft-repair"," Unmarried"," Black"," Female",40," <=50K"
"20542",52," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",38," <=50K"
"20543",30," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"20544",31," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",50," >50K"
"20548",33," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," Other"," Male",50," <=50K"
"20549",23," Federal-gov"," Assoc-voc"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",25," <=50K"
"20550",35," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",65," >50K"
"20551",18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",15," <=50K"
"20557",38," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"20558",33," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"20559",24," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"20560",24," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",40," <=50K"
"20561",39," Private"," Some-college"," Divorced"," Protective-serv"," Unmarried"," Black"," Female",30," <=50K"
"20562",43," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",60," <=50K"
"20563",43," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",21," <=50K"
"20565",30," State-gov"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",40," <=50K"
"20566",25," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"20567",45," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",35," <=50K"
"20568",22," Private"," Some-college"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",20," <=50K"
"20569",73," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20573",35," Private"," Bachelors"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",35," >50K"
"20574",22," Private"," Some-college"," Separated"," Sales"," Unmarried"," White"," Female",43," <=50K"
"20576",38," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"20578",40," Local-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"20581",31," State-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",35," <=50K"
"20582",33," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," <=50K"
"20583",54," Self-emp-not-inc"," Bachelors"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",65," <=50K"
"20584",63," Private"," HS-grad"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",25," <=50K"
"20586",47," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," Black"," Female",14," <=50K"
"20588",33," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," Other"," Female",19," <=50K"
"20590",25," Local-gov"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"20591",25," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20592",35," Private"," Some-college"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",40," <=50K"
"20595",18," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Male",12," <=50K"
"20597",30," Private"," 11th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
"20598",29," Private"," 10th"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",48," <=50K"
"20599",41," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",10," >50K"
"20601",46," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," >50K"
"20602",39," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",45," <=50K"
"20604",49," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"20605",23," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",40," <=50K"
"20607",42," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",48," <=50K"
"20611",90," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," >50K"
"20614",30," Self-emp-not-inc"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",50," >50K"
"20615",27," Local-gov"," HS-grad"," Never-married"," Prof-specialty"," Own-child"," Black"," Female",40," <=50K"
"20616",27," Self-emp-not-inc"," 11th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"20617",28," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20618",40," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",45," <=50K"
"20619",43," Local-gov"," Masters"," Separated"," Prof-specialty"," Unmarried"," Black"," Female",37," <=50K"
"20620",26," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," <=50K"
"20623",32," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20624",23," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20625",35," Private"," 11th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",65," <=50K"
"20626",42," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"20627",27," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"20629",25," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",40," <=50K"
"20632",39," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20634",25," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"20635",45," Private"," Assoc-voc"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",50," <=50K"
"20636",46," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"20637",23," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",50," <=50K"
"20638",37," Private"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",40," <=50K"
"20639",39," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20640",38," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," >50K"
"20641",35," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"20644",45," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"20645",71," Private"," 12th"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"20648",38," Private"," Assoc-voc"," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," <=50K"
"20650",29," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"20651",48," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20654",19," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",30," <=50K"
"20656",55," Private"," 10th"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",60," <=50K"
"20658",46," Self-emp-inc"," 12th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"20659",36," Private"," 9th"," Separated"," Other-service"," Unmarried"," Black"," Female",40," <=50K"
"20661",26," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Black"," Male",40," <=50K"
"20664",31," Private"," Bachelors"," Never-married"," Prof-specialty"," Unmarried"," Other"," Male",40," <=50K"
"20666",25," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
