"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"6024",34," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",40," <=50K"
"7279",37," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",35," <=50K"
"955",51," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"17056",26," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"4961",17," Local-gov"," 11th"," Never-married"," Prof-specialty"," Own-child"," White"," Female",20," <=50K"
"3483",27," Private"," HS-grad"," Divorced"," Sales"," Unmarried"," White"," Female",37," <=50K"
"26379",59," Federal-gov"," Assoc-acdm"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"16150",40," Private"," 10th"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",35," <=50K"
"10452",18," Private"," 12th"," Never-married"," Other-service"," Own-child"," Black"," Male",20," <=50K"
"4470",18," Private"," 12th"," Never-married"," Sales"," Own-child"," White"," Male",24," <=50K"
"6478",36," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",33," <=50K"
"10463",25," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",40," <=50K"
"25975",35," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"17826",58," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"7230",41," Private"," Bachelors"," Separated"," Sales"," Unmarried"," White"," Female",30," <=50K"
"12647",28," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"14977",37," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",52," <=50K"
"3468",50," Private"," 7th-8th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"29574",64," Private"," 5th-6th"," Widowed"," Other-service"," Not-in-family"," Black"," Female",16," <=50K"
"21956",22," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"32158",45," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",80," <=50K"
"13265",38," Private"," Some-college"," Divorced"," Sales"," Not-in-family"," White"," Male",60," <=50K"
"8519",29," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"881",49," Private"," 9th"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",40," <=50K"
"12630",48," Federal-gov"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",30," <=50K"
"25672",24," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," Other"," Male",14," <=50K"
"16337",47," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",45," <=50K"
"32211",31," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"20355",21," State-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",35," <=50K"
"15042",37," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"21677",48," Private"," Bachelors"," Divorced"," Exec-managerial"," Other-relative"," White"," Male",40," <=50K"
"9011",22," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",20," <=50K"
"29640",23," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",30," <=50K"
"3333",34," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"13127",37," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",40," <=50K"
"24160",29," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
"17831",37," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",60," <=50K"
"4315",48," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"32455",50," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"3054",35," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",60," <=50K"
"31949",25," Private"," Assoc-acdm"," Never-married"," Sales"," Own-child"," White"," Female",40," <=50K"
"1840",45," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"31601",25," State-gov"," Bachelors"," Never-married"," Protective-serv"," Own-child"," White"," Male",40," <=50K"
"6691",60," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"17481",61," Local-gov"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"3047",54," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",30," <=50K"
"3458",21," Private"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Female",25," <=50K"
"16319",22," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male",80," <=50K"
"12918",26," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Wife"," Asian-Pac-Islander"," Female",40," <=50K"
"3709",36," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"23400",63," Self-emp-not-inc"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Male",70," <=50K"
"28750",50," Self-emp-not-inc"," 5th-6th"," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Female",15," <=50K"
"15618",46," Private"," Some-college"," Divorced"," Priv-house-serv"," Unmarried"," White"," Female",30," <=50K"
"25308",51," Private"," 10th"," Separated"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"14136",21," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",43," <=50K"
"6689",21," State-gov"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",14," <=50K"
"11632",20," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Female",10," <=50K"
"4348",29," Private"," HS-grad"," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",40," <=50K"
"12308",45," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",30," <=50K"
"5285",44," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",50," <=50K"
"26715",27," Federal-gov"," Bachelors"," Never-married"," Transport-moving"," Other-relative"," White"," Male",35," <=50K"
"32101",26," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," White"," Male",40," <=50K"
"31505",32," Federal-gov"," Assoc-voc"," Never-married"," Tech-support"," Own-child"," Black"," Male",40," <=50K"
"20262",66," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",13," <=50K"
"3878",36," Private"," HS-grad"," Divorced"," Exec-managerial"," Unmarried"," White"," Male",40," <=50K"
"18132",46," Private"," Assoc-voc"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"18783",36," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",37," <=50K"
"24707",37," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," <=50K"
"19172",28," Private"," Doctorate"," Never-married"," Adm-clerical"," Own-child"," White"," Male",18," <=50K"
"27199",44," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"32457",30," Self-emp-not-inc"," 11th"," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",30," <=50K"
"24972",35," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"7317",23," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",20," <=50K"
"29433",33," Private"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"2578",48," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",52," <=50K"
"27722",61," Local-gov"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",70," <=50K"
"4263",20," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"11933",21," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",40," <=50K"
"24194",32," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"27774",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Male",30," <=50K"
"27273",52," Private"," HS-grad"," Widowed"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"29776",42," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",96," <=50K"
"6184",33," Private"," 10th"," Separated"," Other-service"," Unmarried"," White"," Female",35," <=50K"
"10527",23," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"9729",46," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",20," <=50K"
"24510",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"5722",40," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"29235",24," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",30," <=50K"
"28623",57," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"496",41," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",36," <=50K"
"22311",42," Private"," HS-grad"," Separated"," Sales"," Unmarried"," White"," Female",45," <=50K"
"21906",36," State-gov"," HS-grad"," Separated"," Other-service"," Own-child"," White"," Female",32," <=50K"
"17747",27," Private"," 11th"," Separated"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"25147",44," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",80," <=50K"
"21201",17," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Male",16," <=50K"
"12165",28," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",38," <=50K"
"21036",25," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"6884",57," Private"," 11th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",52," <=50K"
"20840",19," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",40," <=50K"
"30016",26," Private"," 11th"," Divorced"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"18173",53," Federal-gov"," Some-college"," Never-married"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"11066",27," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"12137",20," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",30," <=50K"
"3254",30," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",55," <=50K"
"21119",20," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",25," <=50K"
"17609",37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",72," <=50K"
"27374",70," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",30," <=50K"
"14197",23," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"30226",20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",36," <=50K"
"6968",60," Private"," 7th-8th"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",35," <=50K"
"6166",51," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"1465",40," Private"," 10th"," Divorced"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",40," <=50K"
"22137",25," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",42," <=50K"
"13475",51," Private"," HS-grad"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",35," <=50K"
"16244",58," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"13545",31," Private"," Assoc-acdm"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",55," <=50K"
"9514",24," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Male",30," <=50K"
"18417",24," Private"," Some-college"," Never-married"," Farming-fishing"," Own-child"," White"," Male",50," <=50K"
"31417",42," Private"," Assoc-acdm"," Separated"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"11554",30," State-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",72," <=50K"
"22577",33," Private"," 7th-8th"," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",35," <=50K"
"4772",34," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",50," <=50K"
"13907",25," Private"," Bachelors"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"15368",20," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",18," <=50K"
"31920",44," Private"," 7th-8th"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," <=50K"
"8908",39," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",20," <=50K"
"8897",63," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"9403",25," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"28401",25," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"30399",61," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",37," <=50K"
"21690",27," Private"," Bachelors"," Never-married"," Tech-support"," Other-relative"," White"," Male",50," <=50K"
"3131",41," Private"," 11th"," Divorced"," Other-service"," Unmarried"," Other"," Female",40," <=50K"
"13136",24," State-gov"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"15656",38," Private"," Assoc-voc"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"30748",64," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"15394",23," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"28015",27," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",35," <=50K"
"11951",35," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"3763",22," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," Black"," Female",30," <=50K"
"10875",53," Private"," Some-college"," Widowed"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
